store_id,uptime_last_hour (in minutes),uptime_last_day (in hours),uptime_last_week (in hours),downtime_last_hour (in minutes),downtime_last_day (in hours),downtime_last_week (in hours)
3863901777055984105,58,23,143,0,0,0
4115554697603818376,0,0,78,58,16,23
4137374281596220175,58,11,59,0,0,12
8003440168689018145,58,23,143,0,0,0
4567225884877922358,58,23,143,0,0,0
1552244757529063191,58,13,119,0,10,21
4068744180274307613,58,13,77,0,0,0
2993668851137155800,0,1,23,0,0,13
9181532227981383308,0,0,0,58,23,143
3427002151937314033,0,0,32,58,8,34
7705704224154861503,0,10,43,0,0,12
1847165866796783822,58,17,88,0,0,17
6193230613892891936,0,6,31,0,0,18
7728374954598545135,58,9,49,0,0,9
5169820018544744097,58,23,143,0,0,0
778961686365015669,58,23,143,0,0,0
7601323996139260698,58,23,143,0,0,0
7820190298397736787,58,23,141,0,0,2
5789640881970906690,0,0,2,58,4,27
4610282578228966959,58,10,54,0,0,11
3580674256572391899,0,0,0,13,9,59
3652391077375909782,58,12,63,0,0,10
6871238339715621797,0,0,0,58,12,81
3562955432792010267,58,16,101,0,0,0
1396650693591399695,58,23,143,0,0,0
6110066700602051619,58,9,48,0,0,7
8252810315979230650,58,9,49,0,0,10
5043046815492880667,58,23,143,0,0,0
2527043948473227576,58,23,143,0,0,0
4687712079039049625,58,23,141,0,0,2
3815092217784924746,58,23,125,0,0,17
6829001460410170891,58,23,125,0,0,17
442221075012068131,58,14,71,0,0,12
8942965825816944801,58,23,143,0,0,0
6815508112340317793,58,23,143,0,0,0
1580780850006931716,0,0,0,58,12,77
3534061529025298897,58,12,64,0,0,13
5354197184395760290,58,15,79,0,0,15
4259094555600252883,58,6,34,0,0,7
8453827384807852054,0,2,56,58,21,87
7532429074809780514,58,13,67,0,0,11
8389260478227146207,58,10,53,0,0,10
1428894501554222856,59,23,143,0,0,0
4347885252565492464,0,0,45,58,23,98
7844099077992915628,58,23,141,0,0,2
2155394004865416317,58,16,101,0,0,0
600699108575030362,58,23,120,0,0,23
3954691186481771863,0,0,33,58,14,56
9118081792266182693,0,0,0,0,6,41
3876913795186211299,58,23,142,0,0,1
8841107590159958865,0,10,50,0,0,10
6727847259418548871,58,20,140,0,3,3
4823461475864726096,58,13,67,0,0,7
5401719649147588482,58,23,143,0,0,0
869849941028792387,0,0,10,58,10,53
8425100178285242411,58,16,101,0,0,0
3733652216186037518,0,12,64,0,0,12
6962518093715838149,0,0,0,58,23,143
4519442791230667487,58,23,142,0,0,1
8377752272796909866,13,10,52,0,0,11
6884375730627765272,58,17,107,0,0,0
1700016429582019253,0,0,33,58,23,109
3293619674329103939,58,11,59,0,0,12
8740897568277048640,0,0,0,0,7,47
9101802511186197588,58,23,143,0,0,0
1795568582723410111,59,23,111,0,0,32
3838394395198244523,58,23,143,0,0,0
1893597905644069927,58,23,143,0,0,0
6324006545485267200,58,23,143,0,0,0
787418964498991239,59,23,143,0,0,0
6878912688125997263,0,0,0,59,23,143
1928725903961286987,0,0,11,0,8,33
7716116137408994033,0,9,39,0,0,19
2456592448194689365,59,23,143,0,0,0
855635002268932462,0,0,0,58,23,143
5045057438867233456,0,0,12,0,12,60
2975973623605520096,58,9,46,0,0,6
1642580366459568561,0,10,42,0,0,19
5449809553492927759,58,12,92,0,5,15
377173923063790609,0,14,120,0,0,0
6922416063638374544,58,6,34,0,0,7
8722028703797774313,0,10,52,0,0,10
935974959390587892,0,0,41,43,4,25
2536037123194339738,58,23,143,0,0,0
3724315377202128693,58,14,62,0,0,24
3102781373765533460,59,23,143,0,0,0
6570957590527764528,0,0,0,58,23,143
3954666397636392451,58,23,143,0,0,0
3349756749177439586,0,0,20,58,12,50
6696645179627815166,58,23,143,0,0,0
4697368551651056948,58,7,39,0,0,8
8135193053359966217,58,23,119,0,0,24
4810584301950746063,0,0,0,13,10,75
4595646770186827888,58,23,143,0,0,0
6208519373330960619,58,23,139,0,0,4
1591100392970671551,0,8,43,0,0,21
3735333959341456051,58,23,142,0,0,1
6047542091725802001,58,9,50,0,0,8
3871136880992165576,58,23,143,0,0,0
372637290007100155,0,0,0,58,11,71
8167349005262609872,58,23,133,0,0,0
711413850683581564,58,10,76,0,0,0
8974573903726175383,58,23,143,0,0,0
3389323805829201684,58,11,59,0,0,6
4058372303511943342,58,11,58,0,0,10
1778430331426316978,58,23,140,0,0,0
8429834285088527870,0,4,41,0,0,4
6611611742761405755,0,0,0,58,13,78
4740534269615446483,0,0,0,43,9,59
1954193075725160920,0,0,0,58,23,143
4756004534004625182,58,5,28,0,0,7
3383335018767451156,58,23,110,0,0,33
613649903511143917,0,0,26,58,6,15
5034214336396330688,58,12,88,0,0,0
1346556436562793472,0,7,31,0,0,15
4854367000485356694,58,15,84,0,0,14
6642226438879069200,0,9,39,0,0,19
6218659882697463349,58,23,130,0,0,0
2933733739106941079,58,1,52,0,0,12
6875061835718704396,58,14,89,0,0,0
326214117694283828,58,15,89,0,0,0
1324966921919667055,0,9,49,0,0,9
1310931151748296162,59,11,61,0,0,11
396145524999995952,0,0,8,58,10,55
3648849898208232798,0,11,67,0,0,11
595271268828874670,0,0,10,0,10,50
8996611918439933400,0,1,31,58,9,44
3399092829488958929,58,13,77,0,0,0
4428372089193592098,0,0,0,58,23,143
3851984678168910380,0,0,0,58,23,143
163605270147516691,0,0,33,58,23,109
3464429917748752384,0,0,0,58,23,143
3249626925958054976,58,9,51,0,0,10
1356664459414525583,58,13,83,0,0,0
3636679415424536226,0,4,26,0,0,13
8737989936592096254,58,23,142,0,0,1
518555977350593592,58,13,74,0,0,0
1707756001128342547,0,0,27,58,15,68
2375866848596881363,0,0,0,58,23,143
2794820674186199577,58,23,143,0,0,0
8778651700128892847,0,0,24,58,6,32
2375113632336152089,0,0,0,0,0,35
2402546386420816246,58,13,74,0,0,0
8722530629876555495,58,11,61,0,0,12
379247355729430398,58,11,59,0,0,11
8034869090286904996,0,0,0,58,14,86
7181144904544260692,0,0,7,58,9,49
3666495816133635518,58,23,143,0,0,0
601095860876938851,0,0,0,58,12,79
5895564134639597558,58,23,143,0,0,0
1100604748885223117,0,0,0,58,8,67
4501864557846878890,58,13,69,0,0,13
8657117523150037391,0,0,32,58,8,34
1493281583746408386,58,23,139,0,0,4
3876557958252412382,0,0,0,58,8,66
4603242138414277919,0,0,23,58,12,50
2190599106298424769,58,4,24,0,0,5
4684536882501631271,0,0,0,58,23,74
2472327995226210764,58,23,139,0,0,4
2354823375850664976,58,11,57,0,0,11
6740752833074228561,0,0,0,58,23,143
5751466257590901001,58,23,143,0,0,0
908673831821080360,13,12,62,0,0,11
1694705290629676476,0,0,0,58,23,143
3153946789485617010,58,23,141,0,0,0
2213461186883331555,59,13,83,0,0,0
6806002842022676797,58,15,79,0,0,15
5691729145360408498,58,8,44,0,0,9
76703009444581800,58,23,119,0,0,0
8083837430436711797,58,13,67,0,0,12
1117000796123240530,58,12,64,0,0,12
5039822170172699857,0,0,0,58,23,143
2140375526641124687,58,17,100,0,0,0
1867927572401027648,58,11,60,0,0,11
2548669679077593931,58,23,130,0,0,0
6894450278263656982,58,10,54,0,0,9
4767797229548964999,0,0,0,58,8,52
2486431126331394869,0,0,12,0,11,58
5938218521494275420,59,11,57,0,0,11
1845099205112453545,0,0,0,58,11,71
6550228532123102988,0,0,0,58,23,143
1951006078652342416,58,14,72,0,0,10
7919799563790260571,58,9,48,0,0,9
7555752115160416405,58,9,73,0,0,0
2526917399927191514,0,0,0,58,10,78
3364334077030461455,59,23,120,0,0,22
7636547123562265870,0,0,0,58,23,143
5909882947993177191,58,12,62,0,0,11
2269214536377736513,58,23,143,0,0,0
3877890123196098512,0,0,33,58,23,109
8447925108740952771,58,17,96,0,0,3
5219144433857983878,58,23,143,0,0,0
7100040612527269804,59,23,143,0,0,0
7193995861230064581,58,23,143,0,0,0
979057493989480303,58,23,143,0,0,0
6555002180570467067,0,0,0,0,5,36
4256959460351307650,58,23,129,0,0,0
4840031188784944463,0,12,64,0,0,12
4971802907030361663,58,14,86,0,0,0
2747572519100114614,58,23,139,0,0,4
2123566102392568398,58,23,143,0,0,0
4726331000416881899,58,12,75,0,0,12
849523590043996337,58,23,143,0,0,0
8230366127310661909,58,23,143,0,0,0
7741809799167706685,58,23,143,0,0,0
4370061327177541416,0,0,0,58,10,65
1431520417395514482,58,23,143,0,0,0
8180283018895936006,58,17,107,0,0,0
7294869045866513205,0,0,37,58,23,105
2761265486878242296,58,15,89,0,0,0
8567568702056553166,58,8,84,0,0,0
7681667105698822900,0,10,52,0,0,10
3072131744791388254,58,23,143,0,0,0
8839154039190384523,58,23,143,0,0,0
3214657992563658298,58,23,143,0,0,0
421098262850813416,58,9,82,0,0,3
5681286742850355378,58,12,63,0,0,12
2230452284905826047,58,16,101,0,0,0
2060029028614849130,0,0,8,58,10,57
5642146448889051023,0,0,48,0,0,14
646362280082560625,58,10,54,0,0,11
3170253055093741316,0,0,0,58,11,71
5914066104289259243,58,9,74,0,0,0
1856951586440652574,58,23,136,0,0,0
5013659676556899003,59,23,143,0,0,0
8161445465915386510,58,9,73,0,0,0
2905134978136821019,58,11,47,0,0,24
1912809133225799543,58,23,143,0,0,0
2933417287436894125,0,13,53,0,0,26
1284969788271603171,58,15,89,0,0,0
6511611326978363547,0,9,47,0,0,9
3589719037508252011,58,23,143,0,0,0
5591780097688062102,0,0,6,45,6,36
5917085078996311930,58,23,143,0,0,0
2524052010883477763,0,0,0,58,8,80
1117406928487289377,58,23,141,0,0,2
7156428327011817417,58,23,143,0,0,0
3524765298636135820,0,8,64,0,0,2
5566890459838890998,58,17,89,0,0,17
3420686314309792877,0,0,0,58,11,71
2783264314630851304,13,13,69,0,0,13
5088232387365478214,59,23,141,0,0,2
4818468347968365846,58,9,61,0,0,7
4881454844283362791,58,15,77,0,0,15
8553794532359748723,58,23,143,0,0,0
3228783726672848150,58,23,125,0,0,18
2638927457243297483,0,10,45,0,0,21
759601765366096871,58,23,143,0,0,0
5594715193502855985,58,23,143,0,0,0
7914647189863291623,13,11,63,0,0,12
6421416286321404209,58,23,143,0,0,0
4564217162655525187,58,23,143,0,0,0
915608624636146417,58,11,60,0,0,11
8928573732354954518,58,9,49,0,0,9
5356007107906949479,0,10,55,0,0,10
6453972879086835313,58,9,49,0,0,10
1311917578650598264,59,23,143,0,0,0
8696915118823971670,0,0,0,58,23,143
3471079116559308406,58,14,69,0,0,14
8923756805861578276,58,23,136,0,0,0
8487914687756813948,0,10,52,0,0,10
5007360336654642034,58,23,135,0,0,8
8131410196879996856,0,0,6,58,9,49
553520443167247624,58,23,143,0,0,0
455538436010497394,58,23,143,0,0,0
3121802272790676455,58,17,105,0,0,0
5578325506192718867,0,6,30,0,0,18
6805151312942179106,58,11,57,0,0,11
311711549401365736,58,16,98,0,0,0
4575866415455536597,58,23,143,0,0,0
224225803114581178,58,17,107,0,0,0
6001868564442697571,0,0,0,58,15,90
6026567854561083426,0,0,6,58,8,39
4476869609123006590,58,12,64,0,0,12
4544186006394581748,0,0,34,58,9,18
5064793336653287320,58,8,44,0,0,9
3651177174912636930,0,0,24,0,3,22
3334018861623947597,0,0,0,58,17,107
4619198948807278851,58,6,53,0,0,6
5128069222245972936,0,0,2,0,5,29
8613257424936100903,0,4,113,58,19,30
9025399557726103825,58,23,141,0,0,2
5297596317822361488,0,0,35,58,23,107
4693637493564153627,58,23,128,0,0,14
9033290127287996675,58,10,53,0,0,11
6116579054514350508,58,23,141,0,0,2
3655151688711491117,58,12,63,0,0,12
2754773730169016085,58,23,143,0,0,0
8164838227328650397,58,10,52,0,0,10
743534993607244086,58,10,76,0,0,0
5639223453832777366,58,23,143,0,0,0
3643092470199201934,58,23,140,0,0,0
8862127067265693265,58,11,61,0,0,12
5587568496527379193,0,7,55,0,0,7
4083038741367583435,58,17,107,0,0,0
4787571133750415425,0,10,29,0,0,22
980383407109704750,58,12,63,0,0,12
1150643572166714340,58,23,143,0,0,0
1716522785505076465,58,15,95,0,0,0
9132920193213315507,58,23,143,0,0,0
6815395792948949886,58,16,51,0,0,7
5541569550477620896,59,10,54,0,0,11
8736118494160154203,58,17,107,0,0,0
7114973886890345527,58,23,130,0,0,0
5964788600058813775,0,0,13,59,15,82
9064304151648820594,58,17,105,0,0,0
844614235408093626,58,7,41,0,0,6
6149329214616253955,0,0,0,0,7,47
6446693126301215468,0,0,0,58,15,93
8161804477427203818,58,15,88,0,0,0
2665706625006203381,58,23,143,0,0,0
3269698135217285510,0,0,0,58,23,143
412215526181885726,58,21,135,0,2,8
2197778420798865182,0,0,0,58,11,59
8353358859736260422,0,1,34,58,22,108
7484947088349055860,58,23,143,0,0,0
3483888976569216513,58,13,77,0,0,0
4625110589066658924,0,0,0,58,8,50
510053338185529807,0,0,33,58,23,109
4682397063080748556,58,10,53,0,0,9
6151884238382145813,58,23,143,0,0,0
1670995487583926081,0,9,47,0,0,9
5687429100870393327,58,9,53,0,0,0
5981274641788198971,58,23,143,0,0,0
5309771327588079748,58,23,143,0,0,0
3869828206126942269,58,23,143,0,0,0
5706558367006701016,58,23,143,0,0,0
5004585018511067091,0,7,31,0,0,15
4570188809528338854,0,10,32,58,2,47
3248296789483413769,58,16,101,0,0,0
3508848803428156587,58,9,47,0,4,36
8923624255764987748,58,4,67,0,0,0
3588760560143669684,58,23,143,0,0,0
4833167438922823535,58,23,143,0,0,0
5287762307701908907,58,17,107,0,0,0
1260343830836776559,0,0,0,58,23,143
9112912725345520382,58,11,58,0,0,11
8669874486790747751,0,0,0,0,12,72
8735938063673783383,0,0,0,0,12,72
1322961426183602210,58,22,134,0,1,9
3093705231015680190,58,23,143,0,0,0
9192740648479719366,58,13,75,0,0,0
1663579674353979562,0,0,0,58,5,71
3739870260281380636,0,0,1,58,11,57
3112098270997060146,0,12,49,0,0,24
2983617383176659641,58,9,46,0,0,6
1992252091854155340,58,17,107,0,0,0
4479512627338952485,58,16,101,0,0,0
9176290774634823041,58,11,49,0,0,32
9100344880974587783,0,0,9,58,13,73
3622376940655980762,13,13,69,0,0,13
5911690976846479860,58,18,113,0,0,0
933257307636497177,0,0,0,0,6,41
7173217561435785461,0,0,0,0,8,50
6361947021224361079,58,23,143,0,0,0
3389351050155956747,58,12,57,0,0,22
7779003676516805752,0,0,16,0,8,48
5867942335016338829,0,0,0,58,10,63
7489885878113754391,0,12,51,0,0,25
5175177259032319553,0,8,67,58,15,75
6414533977419626526,0,5,20,0,0,9
176727949560886529,0,1,23,0,0,13
522311278761357634,58,17,107,0,0,0
664767489041623501,58,13,67,0,0,11
1734786176041223780,58,11,61,0,0,12
650067167646060495,58,23,93,0,0,0
2073887815738227494,58,11,85,0,0,0
7426107997416793137,0,0,0,58,10,65
8816994289956752629,58,9,47,0,0,9
8352813204968504882,58,23,143,0,0,0
9058261335181497871,58,23,143,0,0,0
8703157463583849485,58,23,143,0,0,0
5167124455956260713,58,23,143,0,0,0
3107187690337321666,58,23,143,0,0,0
6441665535053935615,58,23,143,0,0,0
8176723985765451632,0,0,9,58,14,79
6943365633943434750,58,8,40,0,0,7
1372086511858317040,58,8,50,0,0,0
5085270034877829291,0,0,0,58,23,143
998291717150599385,58,23,143,0,0,0
6883355917114831224,58,13,121,0,10,21
5462798746166483767,58,15,94,0,0,0
6603727117590550665,58,17,107,0,0,0
6551265998508545698,13,5,27,0,0,5
6427066098823919736,58,23,92,0,0,38
3092927563142206378,0,0,13,59,15,82
6223972150376683195,58,17,107,0,0,0
8664817356517050333,0,0,0,0,12,74
1773682653288381853,58,23,136,0,0,7
1558465158996705223,59,23,143,0,0,0
1099483602963486225,0,0,9,58,13,73
4617751208037941136,0,6,31,0,0,18
1680926741370289539,58,13,67,0,0,13
3700459163168535857,0,0,0,58,9,59
2326919491618598690,58,23,143,0,0,0
8424125484697779209,0,0,7,58,8,43
4214475996854823689,58,7,41,0,0,5
3135240072047027779,58,23,143,0,0,0
4904865724346814072,58,17,107,0,0,0
1867433872690740549,58,16,87,0,0,0
826572836529302826,58,12,65,0,0,12
8196095650365552663,58,9,51,0,0,10
5428600892837075029,58,23,143,0,0,0
6817327931256412969,0,7,65,58,2,11
3307493460917937473,13,13,69,0,0,13
404347378606512385,58,23,105,0,0,38
5271444621066249199,0,0,0,58,10,64
481748696350437800,58,8,44,0,0,9
1529738499133900143,58,15,95,0,0,0
9079856227531354211,58,11,63,0,0,13
6935725210121631030,45,2,56,13,11,19
7181940308001112593,0,4,113,58,19,30
3674488857545096318,0,0,0,0,7,47
2975117558261201058,58,12,64,0,0,12
4683960097136842751,58,23,142,0,0,1
4453022340796253704,58,9,48,0,0,7
9212409223035070454,58,9,49,0,0,10
5007880440477590951,59,17,107,0,0,0
6155770839213440423,0,0,0,58,8,53
745188503806002059,0,12,51,0,0,24
7697274636550995002,58,15,77,0,0,15
7079274467824786529,0,0,0,0,6,41
4107272668504966777,58,23,141,0,0,2
2780357796304353564,0,0,29,58,8,38
5016480536639927094,0,0,12,58,10,50
1291616343717800594,58,12,70,0,0,0
7582298718047979573,58,9,49,0,0,10
7251054221949850101,58,9,49,0,0,5
7679565977917662418,0,5,40,0,0,10
645700412112339860,0,0,9,58,11,62
3575642812735682569,58,16,101,0,0,0
369967654160158140,0,14,120,0,0,0
2918717612952658691,58,23,143,0,0,0
5510055627815553220,58,13,69,0,0,13
3770336430042470748,58,23,143,0,0,0
9034684885264717314,13,8,44,0,0,9
365248057836796932,0,0,0,0,6,53
7730229831636583350,58,14,69,0,0,14
173113714660183551,58,12,64,0,0,12
5904256308536137015,0,0,37,58,23,106
1465888218572925172,0,0,0,0,7,94
2023996204101456312,59,23,143,0,0,0
8892849855404467274,58,17,107,0,0,0
755054941416551086,0,14,120,0,0,0
2629448496092483341,0,0,0,0,10,63
1782484162898732209,58,23,143,0,0,0
5562269655464152848,0,0,0,0,8,54
3944906721928947420,0,0,6,58,9,48
4618422978177811321,58,23,143,0,0,0
6750108882353399316,0,0,8,58,9,49
6051894398527920554,0,0,0,58,10,64
5338396914634264609,0,0,0,58,13,83
6889880094858913757,0,10,47,0,0,22
4735483692336120064,58,13,74,0,0,0
801098314922068380,58,13,83,0,0,0
1027940035533410279,58,9,51,0,0,10
1825417801525034310,59,4,29,0,0,4
6130331938228955870,58,14,86,0,0,0
8019216766796019625,13,13,62,0,0,9
6733788152925485657,59,14,73,0,0,6
2884609283589921794,58,15,79,0,0,15
7112965177454164825,58,10,65,0,0,0
3893168406082546831,58,23,143,0,0,0
6922260514100003056,58,11,81,0,0,0
6430728117446122590,58,12,64,0,0,13
6012275342573184121,0,0,0,58,23,143
4674345214276231787,58,23,143,0,0,0
6299047746615925093,58,6,32,0,0,6
2200086168233000456,0,0,9,58,14,76
2953619650369464938,58,5,61,0,0,14
7815590034868021689,58,22,136,0,1,7
8861164782994420409,59,23,143,0,0,0
1278938438811924625,0,0,0,58,11,71
4311429323676837453,0,0,0,58,23,143
1303114842354894644,0,0,30,58,9,39
5978795819810454651,0,0,0,58,11,71
372006500694852480,0,0,0,58,10,59
6189768128772440449,58,9,48,0,0,9
3727388910970924909,58,11,55,0,0,10
197110945004784568,0,0,0,0,10,51
2826305729045904662,58,23,143,0,0,0
5390030211522899785,0,0,0,59,23,143
7268756666846583478,13,13,28,0,0,55
2291702842452519994,0,0,0,13,11,71
1369225992802026851,0,0,36,58,23,107
2198373184013936867,58,23,139,0,0,4
9107800180791185858,58,10,61,0,0,0
8437758182726127596,58,23,143,0,0,0
6195057714035011090,59,23,138,0,0,5
7593548598727685685,0,0,0,58,11,71
3797225080614433978,0,4,20,0,0,10
6206432863734816806,13,13,69,0,0,13
2797081198334010827,0,10,42,0,0,19
1031418415121069817,13,13,69,0,0,13
3405484145087615980,0,0,36,58,23,106
5328868441857118583,0,0,0,0,5,45
7853737368379666385,58,12,62,0,0,12
842240514556507680,59,23,143,0,0,0
7612500326052261438,58,9,73,0,0,0
5876173203150817311,59,23,143,0,0,0
2810410644687880204,59,23,143,0,0,0
5973271232923063448,0,0,0,58,23,143
5995819626305166303,58,13,67,0,0,11
2955578391578187997,58,12,70,0,0,0
9047403646560321326,58,10,52,0,0,9
567740068613916275,59,23,143,0,0,0
4132462261481593318,0,0,11,0,8,33
8937336970477990571,58,9,49,0,0,7
305828845765475035,0,0,36,58,23,106
6190314358858119083,58,23,143,0,0,0
186782073132835914,13,13,69,0,0,13
7250836057229985824,0,4,16,0,0,8
8931629231897416186,0,0,0,58,10,60
3388463290798964336,59,23,143,0,0,0
7939408112678964710,0,13,59,0,0,9
4324604298114709776,0,0,0,58,12,74
128235168101517102,0,6,30,0,0,17
7998622336362933211,58,15,79,0,0,15
7650104376420095990,13,10,56,0,0,11
6249876597955342114,0,0,9,58,12,66
4011340004634797856,0,0,0,58,11,68
682961489538176779,0,0,0,58,12,53
4979094885640932155,58,8,46,0,0,8
5918533361521183122,58,12,64,0,0,12
18176576077807854,0,0,12,58,13,71
8578573824206375909,58,15,92,0,0,0
8456623799425872448,0,0,0,58,11,55
3523692100880174506,58,23,143,0,0,0
822798563595183308,0,8,40,0,0,8
2400458513079592664,58,11,59,0,0,12
2885444771086778480,59,23,143,0,0,0
2998638671895927878,0,0,0,58,9,46
4007319783124057111,0,4,113,58,19,30
7741788920496674160,0,7,31,0,0,15
8757398362909430924,58,22,138,0,1,5
6087360770891360915,13,13,68,0,0,13
3239745447553307804,0,0,34,58,23,108
140081486377960539,58,23,143,0,0,0
2010792655693358503,58,23,143,0,0,0
9209848539305894530,58,9,58,0,0,10
5442322166146886249,0,0,36,0,14,83
1087889765091730849,0,0,8,58,10,57
4345398005440420249,0,9,48,0,0,9
1021751857440600161,58,11,61,0,0,12
1247660105897446120,58,14,61,0,0,25
5812742954628800916,58,23,47,0,0,26
7509326832557633859,0,0,0,0,12,72
7696157926724722480,58,17,107,0,0,0
8062773234378262957,0,17,107,58,5,35
3336360837016636154,58,15,86,0,0,0
8682104576448615482,0,0,0,58,23,143
6866340185467456692,13,4,24,0,0,5
5097326890788775773,58,13,67,0,0,13
6174468252079403959,0,0,7,58,9,52
4740178326590485900,58,23,143,0,0,0
3867229648398529332,58,11,64,0,0,0
785602205345321857,0,0,36,0,14,83
1011603928978119029,13,13,69,0,0,13
2219122341590683967,58,23,143,0,0,0
8058644450831837957,58,10,53,0,0,10
2862331239181113705,58,9,48,0,0,8
6286648411907335849,58,22,138,0,1,4
8817111760421293365,0,0,33,58,23,109
1756333778974201560,59,11,59,0,0,12
9131743599757379816,58,23,143,0,0,0
5382221227477284543,58,8,44,0,0,9
3348755465623413879,0,7,31,0,0,14
3811723403992671863,58,23,143,0,0,0
3704930655875237471,58,12,64,0,0,12
5680465104891599145,0,0,10,13,10,53
135451686603330143,58,23,143,0,0,0
2875173090635496177,58,15,79,0,0,15
8649491342412854358,58,10,53,0,0,10
3616031551278990474,0,9,39,0,0,19
2174546536543923081,0,0,0,0,5,33
1305749492512058509,58,16,51,0,0,7
1026140097564791670,58,23,143,0,0,0
6908789011556253351,58,8,68,0,0,0
7196984763501906111,58,10,54,0,0,7
3517772033894270017,58,14,74,0,0,14
6018065859289285202,0,0,0,58,12,77
464478016665953351,58,12,63,0,0,12
6911306945187502945,0,7,55,0,0,7
896931932157164249,58,23,143,0,0,0
3888776429840836178,0,13,67,0,0,13
4760441459813349901,13,10,53,0,0,10
4532390387884227288,0,12,51,0,0,25
6947693121083401489,0,0,0,58,23,143
3494132222273546665,13,13,69,0,0,13
2132333675925065450,58,9,59,0,0,0
3816848420034333538,58,11,63,0,0,12
7380452304013001940,58,23,141,0,0,2
4046673444994709828,58,10,61,0,0,0
4334210731296634620,0,0,50,58,23,93
5075801286901382975,0,0,0,0,10,48
8242750384886943291,58,23,143,0,0,0
3384821641154133835,58,14,92,0,0,0
5987237041268397838,0,0,0,0,10,65
2615707966278347166,59,14,73,0,0,6
7589827169500497867,0,0,0,58,23,143
7037664521076029540,58,12,60,0,0,11
5431309161396128103,58,9,53,0,0,0
2901310877161376562,0,12,64,0,0,12
4589960830690825106,0,0,0,0,13,68
6033078927093216807,0,5,46,0,0,5
4228217832592213525,0,0,0,58,17,107
2841220951711839617,58,22,136,0,1,7
8947096307448871939,0,0,6,13,6,38
1072565569128117545,0,0,72,58,15,20
4349950795007580892,58,11,61,0,0,12
8449912328521808263,58,23,143,0,0,0
9069130936896741994,58,13,69,0,0,14
748047373956993163,58,23,143,0,0,0
2454029148522845822,58,7,63,0,0,0
8749317198240040949,58,17,107,0,0,0
7849802871317344270,58,5,28,0,0,7
3739381972564995417,58,10,56,0,0,9
7917271757715002992,0,0,0,58,12,75
861237731467220595,0,0,7,58,10,58
5287973448863488646,0,15,70,58,8,73
2224633483133862256,58,11,61,0,0,12
2291779354698074222,0,0,0,59,23,143
5925908653270249344,0,0,0,0,8,53
1259520449529996861,0,12,64,0,0,12
2412601544214803287,0,0,0,58,5,35
8833188143181301788,58,10,78,0,0,0
2517100731491559189,58,11,85,0,0,0
3497331608467636756,0,0,8,58,9,54
7657989009899359664,0,10,44,0,0,21
1969184396227465278,58,16,101,0,0,0
3595695187666732104,58,10,53,0,0,10
7383078974286028158,58,13,83,0,0,0
4611175968871132482,59,23,143,0,0,0
3101208848771000364,58,23,143,0,0,0
4270744069660276008,58,23,143,0,0,0
480786736025745393,0,2,38,58,21,104
6442911056406415028,58,15,95,0,0,0
690952768266334262,0,0,10,58,11,64
1278461692341555618,58,9,49,0,0,9
3161124854982343349,58,23,143,0,0,0
8145819025311606402,0,0,0,58,23,143
1441510323176884753,0,12,64,0,0,12
603100592051565916,58,23,143,0,0,0
3485182264126588312,0,0,0,58,23,143
6926139965609734524,58,7,47,0,0,0
4363173458055484635,58,23,143,0,0,0
4755926456158904833,59,23,143,0,0,0
4436867220069140351,58,14,90,0,0,0
7479530474430552375,58,10,54,0,0,11
7625261489342725571,58,23,141,0,0,0
8957537209257410299,58,12,77,0,0,0
1656672502891266572,58,23,141,0,0,2
7680753725527618600,0,0,0,58,23,143
4600218283954931228,0,0,0,58,9,59
9199948406818498463,58,23,143,0,0,0
282961189894707970,58,9,47,0,0,9
4747602793265451836,58,23,111,0,0,31
4524588158456337636,0,1,46,0,9,29
3909888823169545461,58,23,143,0,0,0
8190956604937856935,58,23,143,0,0,0
3025352371197068957,58,23,141,0,0,2
6271725289311288069,58,17,107,0,0,0
5373697546657299362,0,0,0,58,9,58
3846497499881872792,58,15,91,0,0,0
14964749219696430,0,6,25,0,0,12
2297948296166828446,58,21,53,0,0,19
119519432107012204,58,11,57,0,0,11
5061944589253283189,58,10,52,0,0,10
5927647657345321716,0,0,6,58,9,50
9056017933900058249,59,23,143,0,0,0
3072450101185104763,58,11,35,0,0,12
1456669887496666672,0,0,0,58,23,143
5564328728704031270,0,0,22,58,12,55
2700628011432223575,0,0,0,0,4,29
4989010760013481274,58,23,143,0,0,0
5490016800940506077,0,0,10,13,9,47
8099498779456508085,58,17,59,0,0,6
2032708175098835237,0,0,36,58,23,106
9088499147926220088,0,0,0,58,10,65
4185310253022742428,58,2,14,0,0,8
2961146431437005228,58,6,42,0,0,9
5821317820447401226,0,0,0,58,11,71
2598698938331379148,0,0,0,58,9,58
9073210789862839152,58,15,92,0,0,0
4473487038881160475,58,23,143,0,0,0
4971368740552961367,0,9,38,0,0,19
7292389554145336221,0,0,9,0,6,27
8387507186131968018,0,10,45,0,0,13
4983291482263187599,0,0,0,58,23,143
2057471321086240879,58,11,57,0,0,11
2322887968083387788,0,12,64,0,0,11
1445666023697248750,58,23,143,0,0,0
8994049808168738343,0,0,0,58,23,143
6112825564461704584,0,10,55,0,0,18
3392301104996297063,58,23,143,0,0,0
4971975599908001988,0,0,7,58,8,46
4809887539090491763,58,11,69,0,0,0
5256756086291492425,58,17,104,0,0,0
3581072881525446137,0,0,0,0,4,24
